location,date,new_cases,new_deaths,positive_test_rate,total_vaccinations,people_fully_vaccinated
Iran,2/19/2020,2,2,0.1829,0,0
Iran,2/20/2020,3,0,0.1829,0,0
Iran,2/21/2020,13,2,0.1829,0,0
Iran,2/22/2020,10,1,0.1829,0,0
Iran,2/23/2020,15,3,0.1829,0,0
Iran,2/24/2020,18,4,0.1829,0,0
Iran,2/25/2020,34,4,0.1829,0,0
Iran,2/26/2020,44,3,0.1829,0,0
Iran,2/27/2020,106,7,0.1829,0,0
Iran,2/28/2020,143,8,0.1829,0,0
Iran,2/29/2020,205,9,0.1829,0,0
Iran,3/1/2020,385,11,0.1829,0,0
Iran,3/2/2020,523,12,0.1829,0,0
Iran,3/3/2020,835,11,0.1829,0,0
Iran,3/4/2020,586,15,0.1829,0,0
Iran,3/5/2020,591,15,0.1829,0,0
Iran,3/6/2020,1234,17,0.1829,0,0
Iran,3/7/2020,1076,21,0.1829,0,0
Iran,3/8/2020,743,49,0.1829,0,0
Iran,3/9/2020,595,43,0.1829,0,0
Iran,3/10/2020,881,54,0.1829,0,0
Iran,3/11/2020,958,63,0.1829,0,0
Iran,3/12/2020,1075,75,0.1829,0,0
Iran,3/13/2020,1289,85,0.1829,0,0
Iran,3/14/2020,1365,97,0.1829,0,0
Iran,3/15/2020,1209,113,0.1829,0,0
Iran,3/16/2020,1053,129,0.1829,0,0
Iran,3/17/2020,1178,135,0.1829,0,0
Iran,3/18/2020,1192,147,0.1829,0,0
Iran,3/19/2020,1046,149,0.1829,0,0
Iran,3/20/2020,1237,149,0.1829,0,0
Iran,3/21/2020,966,123,0.1829,0,0
Iran,3/22/2020,1028,129,0.1829,0,0
Iran,3/23/2020,1411,127,0.1829,0,0
Iran,3/24/2020,1762,122,0.1829,0,0
Iran,3/25/2020,2206,143,0.1829,0,0
Iran,3/26/2020,2389,157,0.1829,0,0
Iran,3/27/2020,2926,144,0.1829,0,0
Iran,3/28/2020,3076,139,0.1829,0,0
Iran,3/29/2020,2901,123,0.1829,0,0
Iran,3/30/2020,3186,117,0.1829,0,0
Iran,3/31/2020,3110,141,0.1829,0,0
Iran,4/1/2020,2988,138,0.1829,0,0
Iran,4/2/2020,2875,124,0.1829,0,0
Iran,4/3/2020,2715,134,0.1829,0,0
Iran,4/4/2020,2560,158,0.1829,0,0
Iran,4/5/2020,2483,151,0.1829,0,0
Iran,4/6/2020,2274,136,0.1829,0,0
Iran,4/7/2020,2089,133,0.1829,0,0
Iran,4/8/2020,1997,121,0.1829,0,0
Iran,4/9/2020,1634,117,0.1829,0,0
Iran,4/10/2020,1972,122,0.1829,0,0
Iran,4/11/2020,1837,125,0.1829,0,0
Iran,4/12/2020,1657,117,0.1829,0,0
Iran,4/13/2020,1617,111,0.1703,0,0
Iran,4/14/2020,1574,98,0.1601,0,0
Iran,4/15/2020,1512,94,0.1509,0,0
Iran,4/16/2020,1606,92,0.1492,0,0
Iran,4/17/2020,1499,89,0.1462,0,0
Iran,4/18/2020,1374,73,0.1382,0,0
Iran,4/19/2020,1343,87,0.1345,0,0
Iran,4/20/2020,1294,91,0.1314,0,0
Iran,4/21/2020,1297,88,0.1267,0,0
Iran,4/22/2020,1194,94,0.1225,0,0
Iran,4/23/2020,1030,90,0.1141,0,0
Iran,4/24/2020,1168,93,0.1087,0,0
Iran,4/25/2020,1134,76,0.1058,0,0
Iran,4/26/2020,1153,60,0.1038,0,0
Iran,4/27/2020,991,96,0.1004,0,0
Iran,4/28/2020,1112,71,0.1009,0,0
Iran,4/29/2020,1073,80,0.1011,0,0
Iran,4/30/2020,983,71,0.1032,0,0
Iran,5/1/2020,1006,63,0.0992,0,0
Iran,5/2/2020,802,65,0.0956,0,0
Iran,5/3/2020,976,47,0.0926,0,0
Iran,5/4/2020,1223,74,0.0945,0,0
Iran,5/5/2020,1323,63,0.0963,0,0
Iran,5/6/2020,1680,78,0.1026,0,0
Iran,5/7/2020,1485,68,0.1042,0,0
Iran,5/8/2020,1556,55,0.1078,0,0
Iran,5/9/2020,1529,48,0.1107,0,0
Iran,5/10/2020,1383,51,0.1126,0,0
Iran,5/11/2020,1683,45,0.1146,0,0
Iran,5/12/2020,1481,48,0.1125,0,0
Iran,5/13/2020,1958,50,0.1127,0,0
Iran,5/14/2020,1808,71,0.1152,0,0
Iran,5/15/2020,2102,48,0.1198,0,0
Iran,5/16/2020,1757,35,0.1219,0,0
Iran,5/17/2020,1806,51,0.1257,0,0
Iran,5/18/2020,2294,69,0.1313,0,0
Iran,5/19/2020,2111,62,0.1374,0,0
Iran,5/20/2020,2346,64,0.1399,0,0
Iran,5/21/2020,2392,66,0.1448,0,0
Iran,5/22/2020,2311,51,0.1426,0,0
Iran,5/23/2020,1869,59,0.1393,0,0
Iran,5/24/2020,2180,58,0.1365,0,0
Iran,5/25/2020,2023,34,0.1299,0,0
Iran,5/26/2020,1787,57,0.1233,0,0
Iran,5/27/2020,2080,56,0.1168,0,0
Iran,5/28/2020,2258,63,0.1112,0,0
Iran,5/29/2020,2819,50,0.1132,0,0
Iran,5/30/2020,2282,57,0.1145,0,0
Iran,5/31/2020,2516,63,0.1165,0,0
Iran,6/1/2020,2979,81,0.1221,0,0
Iran,6/2/2020,3117,64,0.13,0,0
Iran,6/3/2020,3134,70,0.136,0,0
Iran,6/4/2020,3574,59,0.143,0,0
Iran,6/5/2020,2886,63,0.1426,0,0
Iran,6/6/2020,2269,75,0.1421,0,0
Iran,6/7/2020,2364,72,0.1364,0,0
Iran,6/8/2020,2043,70,0.1285,0,0
Iran,6/9/2020,2095,74,0.1203,0,0
Iran,6/10/2020,2011,81,0.1119,0,0
Iran,6/11/2020,2218,78,0.1027,0,0
Iran,6/12/2020,2369,75,0.0981,0,0
Iran,6/13/2020,2430,71,0.0975,0,0
Iran,6/14/2020,2472,107,0.0982,0,0
Iran,6/15/2020,2449,113,0.0988,0,0
Iran,6/16/2020,2563,115,0.1001,0,0
Iran,6/17/2020,2612,120,0.1013,0,0
Iran,6/18/2020,2596,87,0.1025,0,0
Iran,6/19/2020,2615,120,0.1021,0,0
Iran,6/20/2020,2322,115,0.1,0,0
Iran,6/21/2020,2368,116,0.0983,0,0
Iran,6/22/2020,2573,119,0.0979,0,0
Iran,6/23/2020,2445,121,0.0965,0,0
Iran,6/24/2020,2531,133,0.0956,0,0
Iran,6/25/2020,2595,134,0.0939,0,0
Iran,6/26/2020,2628,109,0.0933,0,0
Iran,6/27/2020,2456,125,0.0937,0,0
Iran,6/28/2020,2489,144,0.094,0,0
Iran,6/29/2020,2536,162,0.0932,0,0
Iran,6/30/2020,2457,147,0.0927,0,0
Iran,7/1/2020,2549,141,0.0929,0,0
Iran,7/2/2020,2652,148,0.0942,0,0
Iran,7/3/2020,2566,154,0.0946,0,0
Iran,7/4/2020,2449,148,0.0952,0,0
Iran,7/5/2020,2560,163,0.0966,0,0
Iran,7/6/2020,2613,160,0.0986,0,0
Iran,7/7/2020,2637,200,0.0998,0,0
Iran,7/8/2020,2691,153,0.1014,0,0
Iran,7/9/2020,2079,221,0.0985,0,0
Iran,7/10/2020,2262,142,0.0974,0,0
Iran,7/11/2020,2397,188,0.0971,0,0
Iran,7/12/2020,2186,194,0.095,0,0
Iran,7/13/2020,2349,203,0.0933,0,0
Iran,7/14/2020,2521,179,0.0935,0,0
Iran,7/15/2020,2388,199,0.0921,0,0
Iran,7/16/2020,2500,198,0.0943,0,0
Iran,7/17/2020,2379,183,0.0947,0,0
Iran,7/18/2020,2166,188,0.0935,0,0
Iran,7/19/2020,2182,209,0.0932,0,0
Iran,7/20/2020,2414,217,0.0934,0,0
Iran,7/21/2020,2625,229,0.0931,0,0
Iran,7/22/2020,2586,219,0.0935,0,0
Iran,7/23/2020,2621,221,0.0941,0,0
Iran,7/24/2020,2489,215,0.0952,0,0
Iran,7/25/2020,2316,195,0.0956,0,0
Iran,7/26/2020,2333,216,0.0964,0,0
Iran,7/27/2020,2434,212,0.097,0,0
Iran,7/28/2020,2667,235,0.0979,0,0
Iran,7/29/2020,2636,196,0.0985,0,0
Iran,7/30/2020,2621,226,0.0987,0,0
Iran,7/31/2020,2674,197,0.099,0,0
Iran,8/1/2020,2548,216,0.1002,0,0
Iran,8/2/2020,2685,208,0.1019,0,0
Iran,8/3/2020,2598,215,0.1024,0,0
Iran,8/4/2020,2751,212,0.1027,0,0
Iran,8/5/2020,2697,185,0.1025,0,0
Iran,8/6/2020,2634,174,0.1027,0,0
Iran,8/7/2020,2450,156,0.1016,0,0
Iran,8/8/2020,2125,132,0.1,0,0
Iran,8/9/2020,2020,163,0.097,0,0
Iran,8/10/2020,2132,189,0.0949,0,0
Iran,8/11/2020,2345,184,0.0931,0,0
Iran,8/12/2020,2510,188,0.0921,0,0
Iran,8/13/2020,2625,174,0.0923,0,0
Iran,8/14/2020,2501,169,0.0929,0,0
Iran,8/15/2020,2245,161,0.094,0,0
Iran,8/16/2020,2133,147,0.0941,0,0
Iran,8/17/2020,2247,165,0.0943,0,0
Iran,8/18/2020,2385,168,0.0938,0,0
Iran,8/19/2020,2444,153,0.0939,0,0
Iran,8/20/2020,2279,139,0.0923,0,0
Iran,8/21/2020,2206,112,0.0911,0,0
Iran,8/22/2020,2028,126,0.0898,0,0
Iran,8/23/2020,2113,141,0.0898,0,0
Iran,8/24/2020,2245,133,0.09,0,0
Iran,8/25/2020,2213,125,0.0891,0,0
Iran,8/26/2020,2243,119,0.0881,0,0
Iran,8/27/2020,2190,117,0.0871,0,0
Iran,8/28/2020,2115,112,0.0869,0,0
Iran,8/29/2020,1905,110,0.0867,0,0
Iran,8/30/2020,1754,103,0.086,0,0
Iran,8/31/2020,1642,109,0.0834,0,0
Iran,9/1/2020,1682,101,0.0806,0,0
Iran,9/2/2020,1858,125,0.0782,0,0
Iran,9/3/2020,1994,129,0.0768,0,0
Iran,9/4/2020,2026,118,0.0759,0,0
Iran,9/5/2020,1894,110,0.0753,0,0
Iran,9/6/2020,1992,139,0.0755,0,0
Iran,9/7/2020,2152,117,0.0777,0,0
Iran,9/8/2020,2302,132,0.081,0,0
Iran,9/9/2020,2313,127,0.0835,0,0
Iran,9/10/2020,2063,129,0.084,0,0
Iran,9/11/2020,2313,115,0.0851,0,0
Iran,9/12/2020,2139,116,0.0859,0,0
Iran,9/13/2020,2089,128,0.0859,0,0
Iran,9/14/2020,2619,156,0.0876,0,0
Iran,9/15/2020,2705,140,0.089,0,0
Iran,9/16/2020,2981,179,0.092,0,0
Iran,9/17/2020,2815,176,0.0957,0,0
Iran,9/18/2020,3049,144,0.0992,0,0
Iran,9/19/2020,2845,166,0.1025,0,0
Iran,9/20/2020,3097,183,0.1077,0,0
Iran,9/21/2020,3341,177,0.1117,0,0
Iran,9/22/2020,3712,178,0.1172,0,0
Iran,9/23/2020,3605,184,0.1203,0,0
Iran,9/24/2020,3521,175,0.1302,0,0
Iran,9/25/2020,3563,207,0.14,0,0
Iran,9/26/2020,3204,172,0.1499,0,0
Iran,9/27/2020,3362,195,0.1401,0,0
Iran,9/28/2020,3512,190,0.1313,0,0
Iran,9/29/2020,3677,207,0.1313,0,0
Iran,9/30/2020,3582,183,0.1309,0,0
Iran,10/1/2020,3825,211,0.1262,0,0
Iran,10/2/2020,3552,187,0.1204,0,0
Iran,10/3/2020,3523,179,0.1251,0,0
Iran,10/4/2020,3653,211,0.1473,0,0
Iran,10/5/2020,3902,235,0.1789,0,0
Iran,10/6/2020,4151,227,0.2034,0,0
Iran,10/7/2020,4019,239,0.1381,0,0
Iran,10/8/2020,4392,230,0.1412,0,0
Iran,10/9/2020,4142,210,0.1445,0,0
Iran,10/10/2020,3875,195,0.1362,0,0
Iran,10/11/2020,3822,251,0.1281,0,0
Iran,10/12/2020,4206,272,0.1206,0,0
Iran,10/13/2020,4108,254,0.1124,0,0
Iran,10/14/2020,4830,279,0.1537,0,0
Iran,10/15/2020,4616,256,0.1534,0,0
Iran,10/16/2020,4552,265,0.154,0,0
Iran,10/17/2020,4103,253,0.1537,0,0
Iran,10/18/2020,3890,252,0.1526,0,0
Iran,10/19/2020,4251,337,0.152,0,0
Iran,10/20/2020,5039,322,0.1559,0,0
Iran,10/21/2020,5616,312,0.1597,0,0
Iran,10/22/2020,5471,304,0.1629,0,0
Iran,10/23/2020,6134,335,0.1693,0,0
Iran,10/24/2020,5814,335,0.1848,0,0
Iran,10/25/2020,6191,296,0.2047,0,0
Iran,10/26/2020,5960,337,0.2245,0,0
Iran,10/27/2020,6968,346,0.1947,0,0
Iran,10/28/2020,6824,415,0.1952,0,0
Iran,10/29/2020,8293,399,0.2192,0,0
Iran,10/30/2020,8011,365,0.2419,0,0
Iran,10/31/2020,7820,386,0.2003,0,0
Iran,11/1/2020,7719,434,0.194,0,0
Iran,11/2/2020,8289,440,0.2044,0,0
Iran,11/3/2020,8932,422,0.2604,0,0
Iran,11/4/2020,8452,419,0.2288,0,0
Iran,11/5/2020,8772,406,0.2138,0,0
Iran,11/6/2020,8864,424,0.2025,0,0
Iran,11/7/2020,9450,423,0.2359,0,0
Iran,11/8/2020,9236,459,0.2394,0,0
Iran,11/9/2020,10463,458,0.2293,0,0
Iran,11/10/2020,10339,453,0.218,0,0
Iran,11/11/2020,11780,462,0.2555,0,0
Iran,11/12/2020,11517,457,0.263,0,0
Iran,11/13/2020,11737,461,0.2704,0,0
Iran,11/14/2020,11203,452,0.2736,0,0
Iran,11/15/2020,12543,459,0.2834,0,0
Iran,11/16/2020,13053,486,0.2911,0,0
Iran,11/17/2020,13352,482,0.3,0,0
Iran,11/18/2020,13421,480,0.3058,0,0
Iran,11/19/2020,13223,476,0.3114,0,0
Iran,11/20/2020,13260,479,0.3174,0,0
Iran,11/21/2020,12931,431,0.3242,0,0
Iran,11/22/2020,13053,475,0.3264,0,0
Iran,11/23/2020,12460,453,0.3242,0,0
Iran,11/24/2020,13721,483,0.3231,0,0
Iran,11/25/2020,13843,469,0.3227,0,0
Iran,11/26/2020,13961,482,0.3235,0,0
Iran,11/27/2020,14051,406,0.3245,0,0
Iran,11/28/2020,13402,391,0.3245,0,0
Iran,11/29/2020,12950,388,0.3209,0,0
Iran,11/30/2020,13321,372,0.3207,0,0
Iran,12/1/2020,13881,382,0.3207,0,0
Iran,12/2/2020,13621,362,0.3187,0,0
Iran,12/3/2020,13922,358,0.3177,0,0
Iran,12/4/2020,13341,347,0.3134,0,0
Iran,12/5/2020,12151,321,0.3065,0,0
Iran,12/6/2020,11561,294,0.3009,0,0
Iran,12/7/2020,10827,284,0.291,0,0
Iran,12/8/2020,11023,323,0.2796,0,0
Iran,12/9/2020,10223,295,0.2666,0,0
Iran,12/10/2020,10403,284,0.2536,0,0
Iran,12/11/2020,9384,231,0.24,0,0
Iran,12/12/2020,8411,222,0.2278,0,0
Iran,12/13/2020,7451,247,0.2214,0,0
Iran,12/14/2020,7501,251,0.2179,0,0
Iran,12/15/2020,7704,223,0.2145,0,0
Iran,12/16/2020,7603,213,0.2133,0,0
Iran,12/17/2020,7453,212,0.1837,0,0
Iran,12/18/2020,7121,178,0.1608,0,0
Iran,12/19/2020,6421,175,0.1519,0,0
Iran,12/20/2020,6312,177,0.1417,0,0
Iran,12/21/2020,6151,191,0.1319,0,0
Iran,12/22/2020,6208,187,0.1222,0,0
Iran,12/23/2020,6261,153,0.1137,0,0
Iran,12/24/2020,6178,152,0.1169,0,0
Iran,12/25/2020,6021,132,0.121,0,0
Iran,12/26/2020,5760,134,0.119,0,0
Iran,12/27/2020,5502,119,0.1166,0,0
Iran,12/28/2020,5908,121,0.1153,0,0
Iran,12/29/2020,6108,132,0.1147,0,0
Iran,12/30/2020,6272,149,0.1143,0,0
Iran,12/31/2020,6389,128,0.1141,0,0
Iran,1/1/2021,6287,114,0.1154,0,0
Iran,1/2/2021,6045,101,0.1155,0,0
Iran,1/3/2021,5960,102,0.1161,0,0
Iran,1/4/2021,6073,110,0.1163,0,0
Iran,1/5/2021,6113,98,0.116,0,0
Iran,1/6/2021,6283,82,0.1158,0,0
Iran,1/7/2021,6360,103,0.1157,0,0
Iran,1/8/2021,6251,85,0.1143,0,0
Iran,1/9/2021,5924,82,0.114,0,0
Iran,1/10/2021,5968,71,0.114,0,0
Iran,1/11/2021,6208,91,0.1145,0,0
Iran,1/12/2021,6408,98,0.1152,0,0
Iran,1/13/2021,6317,97,0.1157,0,0
Iran,1/14/2021,6471,81,0.1162,0,0
Iran,1/15/2021,6485,83,0.117,0,0
Iran,1/16/2021,6100,96,0.1177,0,0
Iran,1/17/2021,6016,86,0.118,0,0
Iran,1/18/2021,5806,83,0.1172,0,0
Iran,1/19/2021,5917,87,0.1158,0,0
Iran,1/20/2021,6182,84,0.1151,0,0
Iran,1/21/2021,6204,93,0.1137,0,0
Iran,1/22/2021,6332,75,0.1133,0,0
Iran,1/23/2021,6180,69,0.1134,0,0
Iran,1/24/2021,5945,89,0.1127,0,0
Iran,1/25/2021,6309,98,0.1133,0,0
Iran,1/26/2021,6420,79,0.1144,0,0
Iran,1/27/2021,6608,91,0.1153,0,0
Iran,1/28/2021,6527,85,0.1163,0,0
Iran,1/29/2021,6573,71,0.1168,0,0
Iran,1/30/2021,6317,82,0.1171,0,0
Iran,1/31/2021,6268,70,0.1184,0,0
Iran,2/1/2021,6597,79,0.1192,0,0
Iran,2/2/2021,6820,72,0.1204,0,0
Iran,2/3/2021,6870,79,0.1212,0,0
Iran,2/4/2021,7040,67,0.1224,0,0
Iran,2/5/2021,7054,80,0.1234,0,0
Iran,2/6/2021,6990,76,0.1249,0,0
Iran,2/7/2021,7065,57,0.1268,0,0
Iran,2/8/2021,7321,67,0.1284,0,0
Iran,2/9/2021,7640,89,0.1301,3000,3000
Iran,2/10/2021,7585,61,0.1324,10000,10000
Iran,2/11/2021,7474,65,0.1342,10000,10000
Iran,2/12/2021,7298,58,0.1348,10000,10000
Iran,2/13/2021,7120,74,0.135,10000,10000
Iran,2/14/2021,7390,62,0.1358,10000,10000
Iran,2/15/2021,7760,83,0.1369,10000,10000
Iran,2/16/2021,8011,89,0.1377,10000,10000
Iran,2/17/2021,8042,67,0.1378,10000,10000
Iran,2/18/2021,8066,80,0.1382,124193,124193
Iran,2/19/2021,8017,77,0.1393,124193,124193
Iran,2/20/2021,7922,68,0.1404,124193,124193
Iran,2/21/2021,7931,74,0.1408,124193,124193
Iran,2/22/2021,8263,89,0.1418,124193,124193
Iran,2/23/2021,8330,91,0.1423,124193,124193
Iran,2/24/2021,8270,73,0.1422,124193,124193
Iran,2/25/2021,8206,94,0.1418,124193,124193
Iran,2/26/2021,8103,69,0.1413,124193,124193
Iran,2/27/2021,7975,81,0.1405,124193,124193
Iran,2/28/2021,8010,93,0.1398,124193,124193
Iran,3/1/2021,8510,108,0.1396,124193,124193
Iran,3/2/2021,8495,86,0.1392,124193,124193
Iran,3/3/2021,8525,86,0.1394,124193,124193
Iran,3/4/2021,8404,78,0.1393,124193,124193
Iran,3/5/2021,8367,81,0.1393,124193,124193
Iran,3/6/2021,8212,82,0.1397,124193,124193
Iran,3/7/2021,8010,93,0.1385,124193,124193
Iran,3/8/2021,8313,99,0.1369,124193,124193
Iran,3/9/2021,8554,81,0.136,124193,124193
Iran,3/10/2021,8603,61,0.135,124193,124193
Iran,3/11/2021,8308,88,0.1339,124193,124193
Iran,3/12/2021,8088,53,0.1323,124193,124193
Iran,3/13/2021,7802,73,0.1305,124193,124193
Iran,3/14/2021,7593,88,0.1295,124193,124193
Iran,3/15/2021,7980,100,0.1287,124193,124193
Iran,3/16/2021,8380,97,0.1283,124193,124193
Iran,3/17/2021,7802,65,0.1262,124193,124193
Iran,3/18/2021,7530,89,0.1242,124193,124193
Iran,3/19/2021,7620,68,0.1229,124193,124193
Iran,3/20/2021,7540,75,0.122,124193,124193
Iran,3/21/2021,7260,73,0.121,124193,124193
Iran,3/22/2021,7357,80,0.1194,124193,124193
Iran,3/23/2021,7290,74,0.1167,124193,124193
Iran,3/24/2021,7605,94,0.1163,124193,124193
Iran,3/25/2021,7506,97,0.1162,124193,124193
Iran,3/26/2021,7980,81,0.117,124193,124193
Iran,3/27/2021,8120,85,0.1183,319890,319890
Iran,3/28/2021,8751,89,0.1205,319890,319890
Iran,3/29/2021,9310,81,0.1247,319890,319890
Iran,3/30/2021,10250,91,0.13,319890,319890
Iran,3/31/2021,10330,96,0.1341,319890,319890
Iran,4/1/2021,11750,94,0.141,319890,319890
Iran,4/2/2021,11660,117,0.1468,319890,319890
Iran,4/3/2021,11420,123,0.1503,319890,319890
Iran,4/4/2021,11680,161,0.1551,319890,319890
Iran,4/5/2021,13890,172,0.1617,319890,319890
Iran,4/6/2021,17430,174,0.1742,319890,319890
Iran,4/7/2021,20954,193,0.1939,319890,319890
Iran,4/8/2021,22586,185,0.2075,319890,319890
Iran,4/9/2021,22478,155,0.2196,319890,319890
Iran,4/10/2021,19666,193,0.2282,319890,319890
Iran,4/11/2021,21063,258,0.2372,319890,319890
Iran,4/12/2021,23311,274,0.2459,319890,319890
Iran,4/13/2021,24760,291,0.2511,319890,319890
Iran,4/14/2021,25582,304,0.2518,462642,100691
Iran,4/15/2021,25078,321,0.2488,462642,100691
Iran,4/16/2021,25261,328,0.2464,462642,100691
